title,Movie_Rating,No_of_Ratings,Format,ReleaseYear,MPAA_Rating,Directed_By,Starring,Price
Gentle Midnight Rain black screen 9 hours,4.5,50,Prime Video,2017.0,R,,Mark Knight,1.99
The Virgin Suicides,4.4,1422,Prime Video,2000.0,R,Sofia Coppola,"James Woods,Kathleen Turner,Kirsten Dunst",4.830464886251237
The Breed,4.1,417,Prime Video,2007.0,R,Nicholas Mastandrea,"Michelle Rodriguez,Oliver Hudson,Taryn Manning",4.830464886251237
Gray Matter,4.0,5,Prime Video,2023.0,R,Meko Winbush,"Mia Isaac,Jessica Dukes,Andrew Liner,Garret Dillahunt",4.830464886251237
Switchback,4.5,1066,Prime Video,1997.0,R,Jeb Stuart,"Dennis Quaid,Danny Glover,Jared Leto,R. Lee Ermey",3.79
Tremors,4.7,9777,Prime Video,1990.0,PG-13,Ron Underwood,"Kevin Bacon,Fred Ward,Finn Carter",3.79
Fantastic Beasts: The Crimes of Grindelwald,4.7,1111,Prime Video,2018.0,PG-13,David Yates,"Eddie Redmayne,Katherine Waterston,Alison Sudol",4.830464886251237
Dr. Seuss' The Lorax,4.8,20625,Prime Video,2012.0,PG,Chris Renaud,"Danny DeVito,Ed Helms,Zac Efron,Taylor Swift",3.79
Pain & Gain,4.4,12466,Prime Video,2013.0,R,Michael Bay,"Mark Wahlberg,Dwayne Johnson,Anthony Mackie",3.99
Sleepaway Camp II: Unhappy Campers,4.3,883,Prime Video,1988.0,R,Michael A. Simpson,"Brian Patrick Clarke,Valerie Hartman",4.830464886251237
"I Do, But I Don't",4.1,159,Prime Video,2004.0,PG-13,Kelly Makin,"Yannick Bisson,Dean Cain",4.830464886251237
The Strange Life of Dr. Frankenstein,4.6,14,Prime Video,2018.0,R,Jean Froment,"Beatrice Cheramy,Fiona Stafford,Dr. Laurent Lantieri",4.830464886251237
Everything You Always Wanted To Know About Sex * But Were Afraid To Ask,4.0,692,Prime Video,1972.0,R,Woody Allen,"Woody Allen,John Carradine,Lou Jacobi,Louise Lasser",4.830464886251237
Fool's Gold,4.7,6541,Prime Video,2008.0,PG-13,Andy Tennant,"Matthew McConaughey,Kate Hudson,Donald Sutherland",4.830464886251237
A Rose For Her Grave: The Randy Roth Story,4.1,293,Prime Video,2023.0,R,,Best on Best LLC,3.09
The Perks Of Being A Wallflower,4.7,10244,Prime Video,2012.0,PG-13,Stephen Chbosky,"Logan Lerman,Emma Watson,Ezra Miller,Mae Whitman",4.830464886251237
Fifty Shades of Grey (Unrated Edition),4.5,71931,Prime Video,2015.0,R,Sam Taylor-Johnson,"Dakota Johnson,Jamie Dornan,Jennifer Ehle",3.79
The Wash,4.7,1665,Prime Video,2001.0,R,Dj Pooh,"Dr. Dre,Calvin Broadus,George Wallace",4.830464886251237
Yesterday's Children,4.0,5,Prime Video,2023.0,R,Marcus Cole,"Jane Seymour,Clancy Brown,Kyle Howard,Denis Conway",4.830464886251237
In Bed with a Killer,4.0,40,Prime Video,2019.0,R,"MarVista Entertainment, Inc.","Jennifer Taylor,Ryan Patrick Shanahan,Al Sapienza",1.99
Blackbird,4.2,4426,Prime Video,2020.0,R,Roger Mitchell,"Susan Sarandon,Kate Winslett,Mia Wasikowska,Sam Neill",4.830464886251237
As It Happened: Tarawa,4.4,66,Prime Video,2020.0,R,Ashley Gething,Stephen Rasbrook,2.99
THE HUNGER GAMES,4.7,60356,Prime Video,2012.0,PG-13,Gary Ross,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",3.99
Mary Higgins Clark's: I'll Be Seeing You,4.2,56,Prime Video,2004.0,R,Will Dixon,"Alison Eastwood,Bo Svenson,Richy Mulller",4.830464886251237
Hotel Transylvania,4.8,33545,Prime Video,2012.0,PG,Genndy Tartakovsky,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James",3.89
The Croods: A New Age,4.7,104063,Prime Video,2020.0,PG,Joel Crawford,"Nicolas Cage,Emma Stone,Ryan Reynolds",3.79
Knocked Up,4.6,6145,Prime Video,2007.0,R,Judd Apatow,"Jonah Hill,Martin Starr,Paul Rudd,Katherine Heigl",4.830464886251237
Live Free or Die Hard,4.7,6400,Prime Video,2007.0,PG-13,Len Wiseman,"Bruce Willis,Justin Long,Timothy Olyphant",4.830464886251237
Blippi's Snowflake Scavenger Hunt,4.2,34,Prime Video,2014.0,R,---,Stevin John,3.99
Avarice,4.0,702,Prime Video,2022.0,R,John V. Soto,"Gillian Alexy,Luke Ford,Alexandra Nell,Ryan Panizza",1.99
Mercenary,4.0,53,Prime Video,1997.0,R,Avi Nesher,"Olivier Gruner,John Ritter,Robert Culp,Ed Lauter",4.830464886251237
Dressed to Kill,4.4,1307,Prime Video,1980.0,R,Brian De Palma,"Angie Dickenson,Michael Caine,Nancy Allen",4.830464886251237
Jose Canseco: The Truth Hurts,4.2,63,Prime Video,2016.0,R,Bill McAdams Jr.,Jose Conseco,4.830464886251237
Octopussy,4.6,2079,Prime Video,1983.0,PG,John Glen,"Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn",4.830464886251237
Rec 2,4.1,267,Prime Video,2009.0,R,"Jaume Balagueró,Paco Plaza","Jonathan Mellor,Óscar Sanchez Zafra,Ariel Casas",12.99
Late Night,4.1,3705,Prime Video,2019.0,R,Nisha Ganatra,"Emma Thompson,Mindy Kaling,John Lithgow",4.830464886251237
Who Made the Potatoe Salad,4.2,97,Prime Video,2006.0,R,Coke Daniels,"Jaleel White,DeRay Davis,Eddie Griffin",4.830464886251237
Return of Sabata,4.1,93,Prime Video,1972.0,PG,Gianfranco Parolini,"Lee Van Cleef,Reiner Schöne,Giampiero Albertini",4.830464886251237
The Quest,4.6,1538,Prime Video,1996.0,PG-13,Jean-Claude Van Damme,"Jean-Claude Van Damme,Roger Moore,James Remar",3.99
Memories,4.7,642,Prime Video,1995.0,R,Katsuhiro Otomo,Tsutomu Isobe,1.99
Tracers,4.4,525,Prime Video,2015.0,PG-13,Daniel Benmayor,"Taylor Lautner,Marie Avgeropoulos,Adam Rayner",4.830464886251237
Boogie,4.0,4786,Prime Video,2021.0,R,Eddie Huang,"Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.",4.830464886251237
Cantinflas ESP,4.5,972,Prime Video,2014.0,PG,Sebastian del Amo,"Oscar Jaenada,Michael Imperioli,Ilse Salas",3.99
Exodus: Gods and Kings,4.3,15638,Prime Video,2014.0,PG-13,Ridley Scott,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul",4.830464886251237
The Killer,4.5,239,Prime Video,2023.0,R,Choi Jae-hoon,"Jang Hyuk,Lee Seo-young,Bruce Khan",3.99
Stage Mother,4.4,5597,Prime Video,2020.0,R,Thom Fitzgerald,"Jacki Weaver,Lucy Liu,Adrian Grenier,Mya Taylor",4.830464886251237
Primal Doubt,5.0,1,Prime Video,2007.0,R,Yelena Lanskaya,"Janine Turner,Costas Mandylor,Maeve Quinlan",4.830464886251237
Mistletoe Mixup,4.1,315,Prime Video,2021.0,PG,Andrew Lawrence,"Matthew Lawrence,Danielle C. Ryan,Joey Lawrence",4.830464886251237
Autumn Stables,4.5,224,Prime Video,2018.0,R,Andrew Cymek,"Cindy Busby,Kevin McGarry,Alys Crocker,Dan Karpenchuk",1.79
The Gift,4.7,539,Prime Video,2001.0,R,---,"Cate Blanchett,Gary Cole,Kim Dickens,Stuart Greer",4.830464886251237
Jesse Stone: Death in Paradise,4.8,6925,Prime Video,2006.0,R,Robert Harmon,"Tom Selleck,Viola Davis,Vito Rezza,Kohl Sudduth",3.99
Big Momma's House,4.7,3918,Prime Video,2000.0,PG-13,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",4.830464886251237
Dead Presidents,4.7,4239,Prime Video,1995.0,R,"Albert Hughes,Allen Hughes","Larenz Tate,Keith David,Chris Tucker,Terrence Howard",3.79
Beauty Shop,4.8,3111,Prime Video,2005.0,PG-13,Billie Woodruff,"Queen Latifah,Alicia Silverstone,Andie MacDowell",3.49
JFK: The Smoking Gun,4.3,290,Prime Video,2013.0,R,Malcolm Mcdonald,"Larry Day,Tod Fennell,Arthur Holden,Alex Ivanovici",4.830464886251237
Monster Island,4.4,169,Prime Video,2009.0,R,Leopoldo Aguilar,"Phillip Adrian Vasquez,Roger L. Jackson,Johnny Rose",4.830464886251237
Secrets of the Shroud,4.8,23,Prime Video,2005.0,R,,Gary Grieg,4.830464886251237
Shaft,4.6,3495,Prime Video,2000.0,R,John Singleton,"Samuel L. Jackson,Vanessa Williams,Jeffrey Wright",3.79
THE LEGEND & BUTTERFLY,4.1,24,Prime Video,2023.0,R,Keishi Otomo,"Takuya Kimura,Haruka Ayase,Hideaki Ito,Miki Nakatani",4.830464886251237
The Nest,4.2,21,Prime Video,2019.0,R,Roberto De Feo,"Francesca Cavallin,Justin Korovkin",4.830464886251237
"The British Virgin Islands - Caribbean, Crown and Crab Racing",4.1,5,Prime Video,2018.0,R,,Steffen Schneider,4.830464886251237
Sliver,4.3,1358,Prime Video,1993.0,R,Phillip Noyce,"Sharon Stone,William Baldwin,Tom Berenger",2.99
Mommy Dead and Dearest,4.3,119,Prime Video,2017.0,R,Erin Lee Carr,"Jim Arnott,Gypsy Rose Blanchard,David Blanchard",4.830464886251237
Erased,4.2,6212,Prime Video,2013.0,R,Philipp Stölzl,"Aaron Eckhart,Olga Kurylenko,Liana Liberato",4.830464886251237
The Doors,4.6,4314,Prime Video,1991.0,R,---,"Val Kilmer,Meg Ryan,Kyle MacLachlan,Frank Whaley",3.99
Beauty And The Beast,4.6,1259,Prime Video,2016.0,PG-13,Christophe Gans,"Vincent Cassel,Lea Seydoux,Andre Dussollier",4.830464886251237
Kicking And Screaming,4.6,3100,Prime Video,2005.0,PG,Jesse Dylan,"Will Ferrell,Robert Duvall,Mike Ditka",4.830464886251237
True To The Game,4.7,3374,Prime Video,2017.0,R,Preston A. Whitmore II,"Vivica A. Fox,Columbus Short,Nelsan Ellis",4.830464886251237
Harry Potter And The Prisoner Of Azkaban,4.9,59720,Prime Video,2004.0,PG,Alfonso Cuarón,"Daniel Radcliffe,Rupert Grint,Emma Watson",3.79
The Exorcist,4.6,16759,Prime Video,1973.0,R,William Friedkin,"Ellen Burstyn,Max von Sydow,Linda Blair",3.99
The Fighter,4.7,3195,Prime Video,2010.0,R,David O. Russell,"Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo",3.89
Halloween: Resurrection,4.4,3945,Prime Video,2002.0,R,Rick Rosenthal,"Jamie Lee Curtis,Busta Rhymes,Bianca Kajlich",2.99
Marineland Carnival with The Munsters TV Cast Members,4.4,129,Prime Video,1965.0,R,Various,"Fred Gwynne,Yvonne De Carlo,Al Lewis,Pat Priest",4.830464886251237
Chernobyl Diaries,4.4,3339,Prime Video,2012.0,R,"Bradley Parker,Brad Parker","Ingrid Bolso Berdal,Dimitri Diatchenko",4.830464886251237
The Reality of Love,4.3,274,Prime Video,2004.0,R,Sheldon Larry,"Bradley Cooper,Jason Priestley,Emma Caulfield Ford",4.830464886251237
Tyler Perry's A Madea Christmas - The Play,4.6,3119,Prime Video,2011.0,R,Tyler Perry,"Tyler Perry,Cassi Davis",3.99
Harry Potter: The Complete 8-Film Collection [DVD],4.8,86512,DVD,2023.0,R,"Chris Columbus,Alfonso Cuaron,Mike Newell,David Yates","Daniel Radcliffe,Rupert Grint,Emma Watson",49.99
The Score,4.6,2085,Prime Video,2001.0,R,Frank Oz,"Robert De Niro,Edward Norton,Angela Bassett",4.830464886251237
Reminiscence,4.1,1876,Prime Video,2021.0,PG-13,Lisa Joy,"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton",4.830464886251237
Judy,4.3,23305,Prime Video,2019.0,PG-13,---,"Renée Zellweger,Rufus Sewell,Michael Gambon",3.99
Butter (2011),4.1,1931,Prime Video,2011.0,R,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",4.830464886251237
Red Wing,4.0,300,Prime Video,2013.0,PG-13,Will Wallace,"Glen Powell,Breann Johnson,Bill Paxton,Luke Perry",4.830464886251237
The Monster Squad,4.7,4929,Prime Video,1987.0,PG-13,Fred Dekker,"Andre Gower,Stephen Macht,Tom Noonan,Ryan Lambert",3.99
Apache Warrior,4.5,226,Prime Video,2017.0,R,"David Salzberg,Christian Tureaud","Mike Barbee,Kevin Christensen,Carrie Bruhl",4.830464886251237
The Last House On The Left (Unrated),4.2,1339,Prime Video,1972.0,R,Wes Craven,"Marc Sheffler,David Hess",4.830464886251237
"South Park: Bigger, Longer & Uncut",4.8,6947,Prime Video,1999.0,R,Trey Parker,"Eric Idle,George Clooney,Isaac Hayes,Trey Parker",3.59
Girls Just Want to Have Fun,4.8,1856,Prime Video,1985.0,R,Alan Metter,"Sarah Jessica Parker,Helen Hunt,Shannen Doherty",2.99
Paradise Highway,4.2,3840,Prime Video,2022.0,R,Anna Gutto,"Cameron Monaghan,Frank Grillo,Morgan Freeman",4.830464886251237
Night Passage,4.8,9478,Prime Video,2006.0,R,Robert Harmon,"Tom Selleck,Stephen Baldwin,Stephanie March",3.59
Bill & Ted's Excellent Adventure,4.6,14024,Prime Video,1989.0,PG,Stephen Herek,"Keanu Reeves,Alex Winter,Bernie Casey",4.830464886251237
Chef,4.8,12545,Prime Video,2014.0,R,Jon Favreau,"Jon Favreau,Sofía Vergara,John Leguizamo",4.830464886251237
Hello,4.2,21,Prime Video,2022.0,R,Tamara Bass,"Eva Marcille,Deborah Joy Winans,Mahdi Cocci",4.830464886251237
Jerry Lewis: The Man Behind the Clown,4.4,12,Prime Video,2016.0,R,Gregory Monro,"Martin Scorsese,Sean Hayes,Tony Lewis,Pierre Etaix",4.830464886251237
Uncle P,4.3,117,Prime Video,2008.0,PG,Bernard Gourley,"Master P,Romeo Miller,Tony Cox",4.830464886251237
The World is Not Enough,4.6,2769,Prime Video,1999.0,PG-13,Michael Apted,"Pierce Brosnan,Denise Richards,Sophie Marceau",3.89
Furry Vengeance,4.6,1456,Prime Video,2010.0,PG,Roger Kumble,"Brendan Fraser,Brooke Shields,Angela Kinsey",4.830464886251237
Hansel & Gretel Get Baked,4.2,206,Prime Video,2013.0,R,Duane Journey,"Lara Flynn Boyle,Molly C. Quinn,Michael Welch",4.830464886251237
Caged Animal,4.2,176,Prime Video,2010.0,R,Ryan Combs,"Ving Rhames,Nipsey Hussle,Gillie Da Kid",9.99
The Killing Secret,4.5,222,Prime Video,1997.0,R,Noel Nosseck,"Ari Meyers,Soleil Moon Frye,John O'Hurley,Tess Harper",4.830464886251237
Uncle Frank,4.7,3045,Prime Video,2020.0,R,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",4.830464886251237
Snoop Dogg's Hood of Horror,4.4,227,Prime Video,2006.0,R,Stacy Title,"Snoop Dogg,Hawthorne James,Danny Trejo",4.830464886251237
Foreclosure,4.0,2,Prime Video,2022.0,R,Brett Bentman,"Samara Gonzalez,Derrick Redford,Brooks Ryan",4.830464886251237
Tyler Perry's Daddy's Little Girls,4.8,1171,Prime Video,2007.0,PG-13,Tyler Perry,"Gabrielle Union,Idris Elba,Louis Gossett Jr.",4.830464886251237
Saw II,4.5,1451,Prime Video,2005.0,R,Darren Lynn Bousman,"Tobin Bell,Noam Jenkins,Shawnee Smith,Donnie Wahlberg",4.830464886251237
Romance in Hawaii,5.0,9,Prime Video,2022.0,G,Nanea Miyata,"Kelley Jakle,Cedric Jonathan,Peter Porte",4.830464886251237
The Mechanic,4.6,1256,Prime Video,1972.0,PG,Michael Winner,"Charles Bronson,Jan-Michael Vincent,Keenan Wynn",4.830464886251237
Leprechaun 6: Back 2 Tha Hood,4.3,423,Prime Video,2003.0,R,Steven Ayromlooi,"Warwick Davis,Tangi Miller,Laz Alonso,Sticky Fingaz",2.99
Doc West,4.4,189,Prime Video,2010.0,PG,"Terence Hill,Giulio Base","Terence Hill,Paul Sorvino,Ornella Muti",4.830464886251237
The Monkey King 2,4.5,578,Prime Video,2016.0,R,Soi Cheang,"Aaron Kwok,Gong Li,Shaofeng Feng",4.830464886251237
Hotel Artemis,4.2,4794,Prime Video,2018.0,R,Drew Pearce,"Jodie Foster,Sofia Boutella,Dave Bautista",4.830464886251237
Good Night Oppy,4.8,795,Prime Video,2022.0,PG,,Ryan White,4.830464886251237
Heavenly Deposit,4.5,451,Prime Video,2019.0,R,"George Vincent,Rick Irvin","John Savage,Peter Jason,Barry Van Dyke,Alisa Reyes",4.830464886251237
The Engagement Ring,4.4,162,Prime Video,2005.0,PG-13,Steven Schachter,"Patricia Heaton,Vincent Spano,Tony Lo Bianco",4.830464886251237
Romance in the Wilds,4.1,682,Prime Video,2021.0,R,Justin G. Dyck,"Kaitlyn Leeb,Victor Zinck Jr.,Melinda Shankar",4.830464886251237
Dinner Rush,4.7,387,Prime Video,2001.0,R,Bob Giraldi,"Danny Aiello,John Rothman,Edoardo Ballerini,Vivian Wu",3.99
The Midwife's Deception,4.1,39,Prime Video,2018.0,R,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
Knives Out,4.6,92245,Prime Video,2019.0,PG-13,Rian Johnson,"Daniel Craig,Chris Evans,Jamie Lee Curtis",3.79
My Big Fat Greek Wedding 2,4.7,12295,Prime Video,2016.0,PG-13,Kirk Jones,"Nia Vardalos,John Corbett,Lainie Kazan,Gia Carides",3.99
Wild Things,4.5,3200,Prime Video,1998.0,R,John McNaughton,"Kevin Bacon,Matt Dillon,Neve Campbell,Theresa Russell",3.59
Four Four Forty Four,4.4,14,Prime Video,2022.0,R,Izu Ojukwu,"Richard Mofe Damijo,Nse Ikpe Etim,Atunyota Akpobome",4.830464886251237
Gaslight (1944),4.7,4637,Prime Video,1944.0,R,George Cukor,"Charles Boyer,Ingrid Bergman",4.830464886251237
St. Vincent,4.6,8497,Prime Video,2014.0,PG-13,Theodore Melfi,"Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd",4.830464886251237
Everything You Always Wanted To Know About Sex * But Were Afraid To Ask,4.0,692,Prime Video,1972.0,R,Woody Allen,"Woody Allen,John Carradine,Lou Jacobi,Louise Lasser",4.830464886251237
Redeeming Love,4.6,7837,Prime Video,2022.0,PG-13,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",4.830464886251237
The Midwife's Deception,4.1,39,Prime Video,2018.0,R,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
Mythica: A Quest For Heroes,4.1,1340,Prime Video,2014.0,R,Anne K. Black,"Melanie Stone,Kevin Sorbo,Jake Stormoen,Adam Johnson",4.830464886251237
Uncle Frank,4.7,3045,Prime Video,2020.0,R,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",4.830464886251237
Bullet Proof,4.1,529,Prime Video,2022.0,R,James C. Clayton,"Vinnie Jones,Lina Lecompte,Jame Clayton",4.830464886251237
Spirited Away,4.9,27752,Prime Video,2003.0,PG,Hayao Miyazaki,"Daveigh Chase,Jason Marsden,Suzanne Pleshette",4.830464886251237
I Am Dragon,4.7,3738,Prime Video,2017.0,R,Indar Dzhendubaev,"Matvey Lykov,Mariya Poezzhaeva",4.830464886251237
Hummingbirds,4.6,196,Prime Video,2013.0,R,Paul Reddish,David Attenborough,4.830464886251237
Who Made the Potatoe Salad?,4.2,97,Prime Video,2006.0,R,Coke Daniels,"Jennia Fredrique,Eddie Griffin,Ella Joyce",4.830464886251237
Cahill: U.S. Marshall,4.7,2858,Prime Video,1973.0,PG,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
Margrete: Queen of the North (English Dub),4.2,341,Prime Video,2021.0,R,Charlotte Sieling,"Trine Dyrholm,Søren Malling,Jakob Oftebro",4.830464886251237
Infinite Storm,4.0,3413,Prime Video,2022.0,R,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
Farah Diba Pahlavi: The Last Princess,4.0,12,Prime Video,2018.0,R,,Gero Von Boehm,4.830464886251237
Butter (2011),4.1,1931,Prime Video,2011.0,R,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",4.830464886251237
Maze Runner: The Scorch Trials,4.6,33831,Prime Video,2015.0,PG-13,Wes Ball,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster",3.79
xXx: State of the Union,4.5,1355,Prime Video,2005.0,PG-13,Lee Tamahori,"Ned Schmidtke,Barry Sigismondi,Xzibit,Willem Dafoe",4.830464886251237
Love's Second Chance,4.2,85,Prime Video,2022.0,R,David I. Strasser,"Gabrielle Christian,Cody Ray Thompson",4.830464886251237
Murderous Minds - The Iceman,4.2,78,Prime Video,2021.0,R,Top 5s,Top 5s,4.830464886251237
From Dusk Till Dawn,4.6,6488,Prime Video,1996.0,R,Robert Rodriguez,"George Clooney,Quentin Tarantino,Harvey Keitel",4.830464886251237
Infinite Storm,4.0,3413,Prime Video,2022.0,R,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
Journey to the West,4.6,1868,Prime Video,2013.0,PG-13,"Stephen Chow,Derek Kwok","Shu Qi,Wen Zhang,Huang Bo,Show Lo",2.99
Double Daddy,4.2,247,Prime Video,2015.0,R,Lee Friedlander,"Mollee Gray,Brittany Curran,Cameron Palatas",2.99
Immortals,4.6,13561,Prime Video,2011.0,R,Tarsem Singh,"Henry Cavill,Stephen Dorff,Luke Evans,Isabel Lucas",4.830464886251237
Redeeming Love,4.6,7837,Prime Video,2022.0,PG-13,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",4.830464886251237
Oh My Dog,4.7,26,Prime Video,2022.0,R,Sarov Shanmugam,"Arun Vijay,Arnav Vijay,Vijaykumar,Mahima Nambiar",4.830464886251237
Cahill: U.S. Marshall,4.7,2858,Prime Video,1973.0,PG,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
Scooby-Doo and the Witch's Ghost,4.9,4978,Prime Video,1999.0,R,Hanna-Barbera,"Scott Innes,Mary Kay Bergman,Frank Welker,B.J. Ward",4.830464886251237
One Winter Weekend,4.6,113,Prime Video,2018.0,R,Gary Yates,"Taylor Cole,Nicole Blaine,Jack Turner,Rukiya Bernard",2.99
IT,4.5,62722,Prime Video,2017.0,R,Andy Muschietti,"Jaeden Lieberher,Bill Skarsgård,Wyatt Oleff",3.79
Cowboy And Movie Star,4.0,1,Prime Video,2023.0,G,Jim Cliffe,"Toby Levins,MacKenzie Porter,Dave Kenneth MacKinnon",4.830464886251237
Pumpkin Pie Wars,4.8,558,Prime Video,2016.0,R,Steven R. Monroe,"Julie Gonzalo,Eric Aragon",0.99
Project: ALF,4.3,19,Prime Video,1996.0,R,Dick Lowry,"Miguel Ferrer,William O'Leary,Jensen Daggett",4.830464886251237
Teen Titans Go! To the Movies,4.6,5301,Prime Video,2018.0,PG,"Aaron Horvath,Peter Rida Michail","Greg Cipes,Scott Menville,Khary Payton,Tara Strong",3.99
True Justice: Vengeance is Mine,4.1,8,Prime Video,2012.0,R,Lauro Chartrand,Steven Seagal,4.830464886251237
Camp Cool Kids,4.2,223,Prime Video,2017.0,PG,Lisa Arnold,"Connor Rosen,Leigh-Allyn Baker,Michael Gross",4.830464886251237
Dune (4k Ultra HD + Blu-Ray + Digital) [4K UHD],4.5,42577,4K,2023.0,R,Denis Villeneuve,"Timothée Chalamet,Rebecca Ferguson,Oscar Isaac",16.99
Universal Classic Monsters: Icons of Horror Collection [4K UHD],4.8,544,4K,2023.0,R,"James Whale,Tod Browning,George Waggner","Bela Lugosi,Boris Karloff,Claude Rains,Lon Chaney Jr.",29.99
Cody Johnson - Dear Rodeo: The Cody Johnson Story,4.7,636,Prime Video,2021.0,R,Not Specified,Cody Johnson,4.830464886251237
Scooby-Doo! Camp Scare,4.7,2187,Prime Video,2016.0,R,Ethan Spaulding,"Frank Welker,Matthew Lillard,Grey DeLisle,Mindy Cohn",3.09
Legend of the Lost Tomb,4.1,6,Prime Video,1997.0,PG,Johnathan Winfrey,"Stacy Keach,Brock Pierce,Kimberlee Peterson",4.830464886251237
Joe,4.3,3381,Prime Video,2014.0,R,David Gordon Green,"Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Poulter",4.830464886251237
Stripped: Las Vegas,5.0,7,Prime Video,2021.0,R,,Marc Ostrick,4.830464886251237
Click,4.6,4714,Prime Video,2006.0,PG-13,Frank Coraci,"Adam Sandler,Kate Beckinsale,Christopher Walken",4.830464886251237
Sick of Myself,4.3,55,Prime Video,2023.0,R,Kristoffer Borgli,"Kristine Kujath Thorp,Eirik Sæther,Fanny Vaager",4.830464886251237
Insidious: Chapter 2,4.6,15534,Prime Video,2013.0,PG-13,James Wan,"Patrick Wilson,Barbara Hershey,Rose Byrne,Lin Shaye",4.830464886251237
Moonraker,4.6,2555,Prime Video,1979.0,PG,Lewis Gilbert,"Roger Moore,Lois Chiles,Corinne Cléry",4.830464886251237
The Sound of 007,4.4,118,Prime Video,2022.0,R,,Mat Whitecross,4.830464886251237
Above Suspicion,4.3,15,Prime Video,2000.0,R,Stephen LaRocque,"Scott Bakula,Annabella Sciorra,George Dzunda",4.830464886251237
Love Lessons,4.4,25,Prime Video,2000.0,R,Douglas Barr,"Patty Duke,Ronny Cox,Max Martini,Beverley Elliott",4.830464886251237
The Prestige,4.7,10404,Prime Video,2006.0,PG-13,Christopher Nolan,"Hugh Jackman,Christian Bale,Michael Caine",3.79
